HBr_CaC03_mass_(g) ,Calciner temp [°C],Calciner Heater kW,Calciner Pressure ( Pa ),Calciner  velocity (m/s),Calciner O2 in(%vol),Calciner N2 in(%vol),Calciner top temp ( °C ),Calciner O2 out(%),Calciner H2O out(%),Calciner CO out(ppm),Calciner CH4 out(ppm),Run status,Carbonator bottom temp ( C),Carbonator mid temp ( C),Carbonator press (pa),Carbonator velocity (m/s),Carbonator inlet CO2 (%vol),Carbonator inlet N2 (%vol),Carbonator outlet CO2 (%vol),Carbonator top temp ( C),rank
11195,925.84,16,2757,0.32,100,0,848.035,4.2926276,31.10367,4423.719,2185.8083,1,635.29,649.155,5487,2.5,15,85,4.880304695,651.05,6
11195,935.31,16,2750,0.32,100,0,842.62,4.39954145,31.4682555,4194.98665,2199.1297,1,639.12,651.265,5452,2.5,15,85,4.719031925,652.46,6
11195,941.51,16,2738.5,0.32,100,0,845.38,4.5324985,31.586554,3997.3238,2031.413,1,637.175,650.33,5371,2.5,15,85,4.486359155,651.75,5
11195,938.09,16,2722.5,0.32,100,0,843.695,3.44751775,31.8503285,4094.52485,1954.7528,1,632.72,648.275,5156,2.5,15,85,5.146186385,650.03,5
11195,933.87,16,2819.5,0.32,100,0,830.255,4.0601742,31.359559,4237.5917,1990.6669,1,638.23,650.615,5061.5,2.5,15,85,5.437113615,651.69,5
11915,868.51,16,3050.5,0.32,100,0,820.425,6.9523,29.801514,3473.4156,1640.1185,1,645.795,655.055,5214.5,2.5,15,85,4.395240845,654.94,5
11915,873.83,16,2840,0.32,100,0,831.175,8.33190825,26.977601,1586.20825,785.961055,1,650.52,657.81,5869.5,2.5,15,85,3.198668075,656.945,5
11915,877.14,16,2755,0.32,100,0,833.355,8.4981492,25.133549,882.6781,343.02279,1,648.575,655.805,6087.5,2.5,15,85,2.965995305,655.62,6
11915,879.59,16,2704.5,0.32,100,0,844.19,8.376314,24.79871,1007.8029,334.97451,1,646.745,654.565,6184,2.5,15,85,3.851922535,654.655,6
11915,882.97,16,2663.5,0.32,100,0,850.345,6.89129115,25.346847,1580.7233,570.619545,1,648.56,654.865,6193.5,2.5,15,85,3.988149765,654.905,6
11915,891.17,16,2647.5,0.32,100,0,849.69,5.339336,26.779186,2607.1161,1062.3319,1,648.205,654.945,6179,2.5,15,85,3.874476995,655.07,6
11915,901.56,16,2670.5,0.32,100,0,853.34,4.9470811,27.939251,3310.7212,1553.9646,1,647.4,654.385,6080,2.5,15,85,4.058304225,654.835,6
11915,911.56,16,2693.5,0.32,100,0,850.16,4.68017435,29.0503685,3970.44105,1921.5186,1,646.5,654.46,5996.5,2.5,15,85,4.099331455,654.845,6
11915,923.41,16,2710.5,0.32,100,0,850.165,4.7033682,29.779296,4088.6276,1902.3526,1,645.645,653.64,5937,2.5,15,85,4.247458685,654.3,6
11915,929.26,16,2705,0.32,100,0,848.75,4.64883465,30.381655,3925.4664,1950.35,1,646.8,654.985,5956,2.5,15,85,4.264685915,655.16,5
11915,930.47,16,2712.5,0.32,100,0,852.55,4.6515158,30.597944,3787.6587,1883.25,1,648.63,656.815,5951,2.5,15,85,3.865413146,656.505,5
11915,929.17,16,2737.5,0.32,100,0,855.175,4.7551247,30.617197,3784.849,1778.1653,1,650.2,657.705,5881.5,2.5,15,85,3.739840376,657.385,5
11915,932.76,16,2763,0.32,100,0,849.97,4.8198747,30.673887,3723.43665,1834.13005,1,651.845,658.41,5809,2.5,15,85,3.614267606,657.965,5
11915,935.32,16,2779.5,0.32,100,0,855.23,5.0140296,30.495233,3512.1321,1759.8643,1,652.085,659.63,5780,2.5,15,85,3.738594836,659.11,5
11915,936.94,16,2791,0.32,100,0,855.535,5.04885755,30.236227,3282.8012,1587.4212,1,653.89,660.43,5698,2.5,15,85,3.577322066,659.79,5
11915,936.05,16,2792.5,0.32,100,0,854.83,5.0502196,29.941852,3217.0189,1507.9929,1,655.525,661.665,5725.5,2.5,15,85,3.558849296,661.005,5
11915,935.88,16,2758.5,0.32,100,0,857.205,4.9778283,29.838896,3199.1554,1473.9787,1,658.9,664.215,5723.5,2.5,15,85,3.290476526,663.18,5
11915,937.63,16,2774.5,0.32,100,0,859.28,4.88727605,29.844046,3280.7862,1503.03705,1,658.53,664.31,5695,2.5,15,85,3.045903756,663.44,5
11915,938.26,16,2807.5,0.32,100,0,860.34,5.0613879,29.892788,3330.4922,1579.3111,1,658.76,664.75,5631.5,2.5,15,85,3.324930986,663.89,5
11915,938.75,16,2809.5,0.32,100,0,859.13,5.0084853,29.977199,3248.9887,1488.5247,1,660.235,666,5577.5,2.5,15,85,3.413558216,664.89,5
11915,936.56,16,2813.5,0.32,100,0,862.795,5.0669724,30.0489015,3156.4618,1524.7176,1,662.295,667.495,5573.5,2.5,15,85,3.311785446,666.335,5
11915,938.2,16,2815,0.32,100,0,860.75,5.0084853,29.933776,3150.2851,1639.0713,1,661.905,667.725,5530.5,2.5,15,85,3.245712676,666.595,5
11915,937.03,16,2824.5,0.32,100,0,859.51,4.9832873,29.642856,3048.7853,1537.4604,1,663.305,669.34,5520.5,2.5,15,85,3.298639906,668.335,5
11915,934.33,16,2808,0.32,100,0,858.645,4.9325143,29.655489,2956.4,1504.3401,1,665.29,671.025,5531,2.5,15,85,3.161167136,669.58,5
11915,937.81,16,2803,0.32,100,0,862.195,5.0222977,29.592671,2889.1745,1498.8799,1,667.05,671.195,5546.5,2.5,15,85,3.071294366,669.81,5
11915,934.76,16,2824.5,0.32,100,0,860.805,5.1073228,29.7289515,2857.46045,1463.5868,1,666.63,672.39,5513.5,2.5,15,85,3.171821596,671.205,5
11915,936.64,16,2825,0.32,100,0,862.135,5.0558039,29.567843,2814.9035,1403.1592,1,666.955,672.735,5490,2.5,15,85,3.177148826,671.62,5
11915,937.98,16,2816,0.32,100,0,865.71,5.17013,29.384136,2754.3951,1326.6993,1,668.21,673.775,5499,2.5,15,85,3.194376056,672.415,5
11915,937.23,16,2837.5,0.32,100,0,866.77,5.1016497,29.2411095,2705.31745,1320.95985,1,668.65,673.655,5475.5,2.5,15,85,3.235403286,672.645,5
11915,936.33,16,2833,0.32,100,0,863.17,5.2425694,29.295977,2749.7786,1359.0021,1,669.46,675.255,5458.5,2.5,15,85,3.324030516,673.84,5
11915,934.04,16,2841.5,0.32,100,0,867.92,5.2216963,29.2264645,2771.1439,1356.0121,1,669.91,676.115,5439.5,2.5,15,85,3.257957746,674.785,5
11915,934.43,16,2847,0.32,100,0,863.245,5.1833784,29.209819,2732.4957,1362.2757,1,670.71,676.51,5413.5,2.5,15,85,3.251384977,675.53,5
11915,935.09,16,2824,0.32,100,0,865.025,5.1225652,29.334884,2739.6019,1434.5992,1,673.455,677.65,5449.5,2.5,15,85,3.280512207,676.445,5
11915,935.88,16,2846.5,0.32,100,0,866.795,5.14632775,29.1323895,2695.5933,1386.0634,1,670.56,677.8,5386,2.5,15,85,3.273939437,676.77,5
11915,935.93,16,2871,0.32,100,0,868.35,5.2425694,29.071867,2684.0057,1295.4564,1,671.18,678.08,5341.5,2.5,15,85,3.338766667,677.065,5
11915,936.62,16,2857,0.32,100,0,869.48,5.3659042,29.186647,2626.69695,1276.88805,1,671.53,678.655,5355.5,2.5,15,85,3.415493897,677.69,5
11915,934.71,16,2817.5,0.32,100,0,865.695,5.2599225,29.019054,2552.3761,1237.3198,1,674.785,680.775,5408,2.5,15,85,3.397021127,679.515,5
11915,936.29,16,2847.5,0.32,100,0,864.745,5.1145202,28.949909,2575.2265,1236.973,1,673.105,680.17,5361.5,2.5,15,85,3.342848357,679.185,5
11915,936.39,16,2871.5,0.32,100,0,867.13,5.33259015,29.0156395,2577.9692,1242.7536,1,672.93,680.22,5341.5,2.5,15,85,3.419575587,679.15,5
11915,935.87,16,2849,0.32,100,0,865.415,5.2680504,28.615604,2492.4374,1183.7408,1,675.135,681.72,5347,2.5,15,85,3.472502817,680.39,5
11915,934.25,16,2873,0.32,100,0,868.105,5.3717825,28.445635,2498.68545,1201.7534,1,674.1,681.65,5311,2.5,15,85,3.465930047,680.275,5
11915,933.88,16,2841,0.32,100,0,866.55,5.4174867,28.487104,2493.4963,1272.7899,1,676.35,683.565,5341,2.5,15,85,3.471257277,682.205,5
11915,933.82,16,2853.5,0.32,100,0,866.14,5.26358255,28.38667,2520.2311,1230.44575,1,675.725,683.36,5318,2.5,15,85,3.500384507,681.75,5
11915,934.36,16,2872,0.32,100,0,864.64,5.4051452,28.493942,2514.6734,1185.456,1,675.945,683.505,5311,2.5,15,85,3.470011737,681.97,5
11915,933.35,16,2885,0.32,100,0,864.79,5.4174513,28.343883,2439.7523,1137.9649,1,675.555,683.44,5238.5,2.5,15,85,3.511038967,681.83,5
11915,935.33,16,2885.5,0.32,100,0,868.805,5.4505794,28.3259525,2370.10195,1112.96545,1,675.465,683.76,5245,2.5,15,85,3.540166197,682.1,5
11915,933.76,16,2867.5,0.32,100,0,869.33,5.4776887,28.513605,2372.2939,1096.1171,1,676.34,684.495,5236,2.5,15,85,3.545493427,682.87,5
11915,931.93,16,2908,0.32,100,0,863.935,5.42345175,28.689112,2445.59215,1108.01795,1,671.51,682.57,5155,2.5,15,85,3.634120657,680.985,5
11915,935.39,16,2892,0.32,100,0,869.035,5.5501882,28.669244,2372.1267,1117.869,1,674.105,684.11,5162,2.5,15,85,3.603747887,682.32,5
11915,933.2,16,2874.5,0.32,100,0,865.665,5.7375411,28.62058,2307.1612,1121.8508,1,672.04,683.63,5181,2.5,15,85,3.692375117,681.6,5
11915,935.3,16,2890.5,0.32,100,0,872.21,5.60998625,28.5625415,2254.41055,1112.53095,1,670.26,683.095,5147,2.5,15,85,3.626302347,681.36,5
11915,934.08,16,2871.5,0.32,100,0,868.65,5.4776887,28.474352,2283.1654,1105.7624,1,670.425,683.135,5180,2.5,15,85,3.643529577,681.035,5
11915,935.36,16,2891.5,0.32,100,0,864.12,5.39676395,28.4458185,2342.74035,1165.283,1,669.375,682.4,5151.5,2.5,15,85,3.684556808,680.49,5
11915,936.57,16,2906,0.32,100,0,867.725,5.4294542,28.45465,2344.9151,1199.5624,1,670.36,682.75,5127.5,2.5,15,85,3.677984038,680.48,5
11915,935.47,16,2885.5,0.32,100,0,866.19,5.6040921,28.40685,2339.0432,1166.2445,1,670.09,683.415,5160,2.5,15,85,3.707111268,681.405,5
11915,935.58,16,2868.5,0.32,100,0,867.095,5.6100944,28.1819655,2346.6029,1122.9557,1,673.055,683.87,5172,2.5,15,85,3.783838498,681.875,5
11915,935.64,16,2877.5,0.32,100,0,866.92,5.4354383,28.079368,2319.9458,1083.8317,1,669.585,683.155,5151.5,2.5,15,85,3.777265728,681.065,5
11915,938.4,16,2871,0.32,100,0,867.525,5.67612255,28.0461095,2271.0833,1075.72315,1,672.35,683.605,5177,2.5,15,85,3.818292958,681.705,5
11915,936.32,16,2887.5,0.32,100,0,865.24,5.6588524,28.135953,2306.594,1168.1628,1,672.805,683.565,5157,2.5,15,85,3.871220188,681.54,5
11915,934.16,16,2902.5,0.32,100,0,860.455,5.6588524,28.18888,2289.4377,1179.2361,1,673.33,684.01,5141,2.5,15,85,3.947947418,681.84,5
11915,934.98,16,2922,0.32,100,0,864.99,6.03313005,27.812313,2026.06205,1034.22408,1,671.11,683.43,5124,2.5,15,85,3.965174648,681.415,5
11915,936.85,16,2896,0.32,100,0,865.825,6.2161132,27.174058,1705.5392,811.73087,1,672.89,684.21,5150,2.5,15,85,4.041901878,681.95,5
11915,936.89,16,2927.5,0.32,100,0,868.21,6.0497644,27.163334,1660.193,775.33429,1,670.48,683.135,5118.5,2.5,15,85,4.130529108,681.34,5
11915,938.5,16,2896,0.32,100,0,870.635,5.22014815,27.823093,1938.69415,978.764705,1,673.68,684.68,5149.5,2.5,15,85,4.231056338,682.515,5
11915,937.43,16,2904,0.32,100,0,869.465,4.8072642,29.345821,2799.0791,1553.333,1,671.29,684.44,5109,2.5,15,85,4.379183568,682.35,5
12619,938.01,16,2913.5,0.32,100,0,869.655,5.13123425,30.1273445,3096.79965,1710.8517,1,669.795,683.855,5108,2.5,15,85,4.408310798,681.915,5
12619,928.66,16,3149.5,0.32,100,0,864.985,5.4234701,29.805311,2774.5541,1400.1102,1,670.42,684.275,5329.5,2.5,15,85,4.449338028,682.015,5
12619,866.96,16,2847.5,0.32,100,0,870.505,5.8204693,29.558049,2692.747,1220.7186,1,669.72,683.275,6088,2.5,15,85,4.526065258,680.555,5
12619,879.79,16,2750.5,0.32,100,0,880.25,5.56794,29.7799755,3175.1265,1364.64285,1,663.73,679.52,6251,2.5,15,85,4.352892488,677.51,5
12619,883.82,16,2756,0.32,100,0,875.705,5.4896897,29.952824,3946.2887,1762.0639,1,656.035,675.55,6201.5,2.5,15,85,4.084519718,674.53,6
12619,887.88,16,2752,0.32,100,0,877.59,5.27294735,29.888221,4143.72945,1881.266,1,654.075,673.44,6110,2.5,15,85,4.292146948,672.855,6
12619,896.1,16,2741.5,0.32,100,0,874.44,5.2599225,29.619823,3927.8843,1786.7993,1,652.53,672.19,6072.5,2.5,15,85,4.773474178,671.535,6
12619,909.83,16,2806.5,0.32,100,0,877.835,5.2178443,29.450603,3738.9759,1728.0089,1,649.105,669.79,5962.5,2.5,15,85,4.743101408,669.59,6
12619,917.92,16,2799.5,0.32,100,0,873.875,5.30566355,29.3473335,3529.73285,1712.16795,1,651.54,670.02,5958.5,2.5,15,85,5.057828638,669.4,5
12619,925.05,16,2823.5,0.32,100,0,873.5,5.471665,29.376062,3325.9171,1598.2825,1,648.92,669.305,5908,2.5,15,85,5.027455869,668.83,5
12619,930.4,16,2798,0.32,100,0,873.12,5.387313,29.369158,3229.951,1508.4619,1,651.295,670.155,5862,2.5,15,85,5.104183099,669.305,5
12619,933.6,16,2799,0.32,100,0,877.31,5.36592115,29.4211695,3231.39445,1538.1655,1,652.35,670.05,5846.5,2.5,15,85,5.085710329,669.295,5
13333,937.13,16,2955,0.32,100,0,867.73,5.2063553,29.624859,3346.4683,1740.161,1,649.88,669.06,5762,2.5,15,85,4.864937559,668.51,5
13333,898.14,16,2914,0.32,100,0,875.11,5.5888457,29.57181,3363.9296,1733.15895,1,656.22,671.885,6342.5,2.5,15,85,5.096364789,670.415,5
13333,875.54,16,2772,0.32,100,0,886.35,5.8268914,29.574721,3636.8788,1663.6896,1,653.35,670.21,6693,2.5,15,85,4.923192019,668.995,5
13333,881.8,16,2719.5,0.32,100,0,879.605,5.6588524,29.624671,4085.246,1778.7805,1,649.715,668.23,6766,2.5,15,85,4.262119249,667.74,6
13333,884.17,16,2706.5,0.32,100,0,876.56,5.63776115,29.765003,4524.5175,1926.7293,1,647.02,666.43,6727.5,2.5,15,85,4.517346479,666.385,6
13333,889.33,16,2717.5,0.32,100,0,873.105,5.4354383,29.535268,4442.6076,2054.2317,1,645.44,664.665,6597.5,2.5,15,85,4.772573709,665.155,6
13333,901.24,16,2745.5,0.32,100,0,879.305,5.3806641,29.339435,4189.7194,2068.2968,1,646.075,664.18,6521.5,2.5,15,85,5.015900939,664.815,6
13333,909.53,16,2770.5,0.32,100,0,876.905,5.41731985,29.200358,3815.09435,1863.13125,1,647.26,663.72,6440,2.5,15,85,4.926028169,664.285,6
13333,918.75,16,2774.5,0.32,100,0,876.315,5.5018167,29.046375,3525.6972,1632.506,1,647.01,663.815,6375.5,2.5,15,85,4.967055399,664.305,5
13333,928.32,16,2784,0.32,100,0,875.94,5.3777123,29.1328715,3311.0925,1576.3871,1,648.015,664.07,6370.5,2.5,15,85,4.889082629,664.28,5
13333,932.8,16,2802,0.32,100,0,879.07,5.3278737,29.066342,3238.4355,1632.7469,1,649.33,664.78,6368.5,2.5,15,85,4.858709859,664.785,5
13333,934.09,21,2797,0.4,100,0,876.725,5.471665,29.1129,3329.5445,1695.0858,1,654.425,669.195,6715,2.5,30,70,4.792637089,668.665,5
13333,923.34,21,2746.5,0.4,100,0,875.385,5.8953422,28.9317005,3155.52255,1529.1662,1,665.875,676.64,6499,2.5,30,70,6.297364319,673.705,5
13333,926.54,21,2780.5,0.4,100,0,877.485,5.6288249,28.850906,3109.9866,1486.3404,1,663.055,673.57,6609,2.5,30,70,14.00199155,671.595,6
13333,925.8,21,2750,0.4,100,0,872.18,5.8333135,28.818915,3212.915,1557.183,1,666.725,676.08,6610,2.5,30,70,18.92201878,673.48,6
13333,926.69,21,2970,0.4,100,0,863.795,5.86421425,28.7884055,3100.0872,1457.3684,1,665.845,676.625,6762,2.5,30,70,19.60564601,674.2,6
13333,929.05,21,3066,0.4,100,0,853.355,13.202568,27.877501,2382.917,1130.3905,1,671.01,681.075,7104.5,2.5,30,70,19.84897324,677.585,6
13333,933.53,21,3047.5,0.4,100,0,868.885,14.919745,25.6027435,990.58374,508.99511,1,671.56,681.545,7182.5,2.5,30,70,18.59290047,678.365,6
13333,938.83,21,3055,0.4,100,0,874.565,13.535528,24.562848,364.33572,209.87998,1,669.715,680.45,7454,2.5,30,70,18.6220277,677.675,6
13333,942.64,21,3196.5,0.4,100,0,863.32,12.205882,25.210948,599.39145,254.15777,1,661.215,681.205,8917.5,2.5,30,70,19.55555493,680.97,6
13333,890.61,21,3366.5,0.4,100,0,858.335,13.2789595,25.726443,652.612215,261.49846,1,669.855,688.265,7515.5,2.5,30,70,18.72788216,689.35,6
13333,862.97,21,3363.5,0.4,100,0,852.945,13.202568,24.240038,348.6203,159.11453,1,672.38,687.925,7584.5,2.5,30,70,12.23580939,688.78,6
13333,858.62,21,3215,0.4,100,0,874.305,13.371139,23.114041,207.66875,96.199112,1,683.575,687.49,6791,2.5,30,70,5.33913662,689.085,6
13333,853.72,21,3183.5,0.4,100,0,872.405,8.24350885,23.47951,751.48637,361.6839,1,684.675,687.87,6487.5,2.5,30,70,4.70186385,689.81,6
13333,853.32,21,3122.5,0.4,100,0,874.65,7.0778266,24.26272,1545.14,745.93856,1,682.595,678.96,5875.5,2.5,30,70,5.21889108,680.6,5
13333,858.43,21,3046.5,0.4,100,0,885.485,5.9548777,24.5615865,2067.2114,988.452955,1,674.4,668.865,5580,2.5,30,70,4.95051831,669.35,5
13333,874.07,21,3074,0.4,100,0,873.285,4.7292865,25.891562,2911.3953,1910.8518,1,671.435,667.055,5456.5,2.5,30,70,1.17164554,667.28,5
13333,895.79,21,3171.5,0.4,100,0,846.875,5.5018167,27.219044,3370.3582,2224.667,1,671.205,665.97,5294,2.5,30,70,0.26067277,665.885,4
13333,916.97,21,3156,0.4,100,0,799.545,9.11082075,27.057242,2376.17685,1543.0214,1,669.2,664.275,4699,2.5,30,70,0.1232,663.825,4
